"Please upload  an image for ""App Background (landscape mode)"" field from Design Tab.","Carica immagine per ""sfondi App  (modalità paesaggio)"" dal campo pannello Design."
"Please upload  an image for ""App Background (portrait mode)"" field from Design Tab.","Carica immagine per ""sfondi App (modalità ritratto)"" dal campo pannello Design."
"Please upload  an image for ""App Background"" field from Design Tab.","Carica immagine per ""sfondi App"" dal campo pannello Design."
"Please upload  an image for ""Banner on Home Screen"" field from Design Tab.","Carica immagine per  ""Banner sullo schermo iniziale"" dal campo pannello Design."
"Please upload  an image for ""Logo in Header"" field from Design Tab.","Carica immagine per  ""Logo intestazione"" dal campo pannello Design."
"Please use letters only (a-z or A-Z) in this field.","Usa solo le lettere (a-z o A-Z) in questo campo."
"Please use numbers only in this field. Please avoid spaces or other characters such as dots or commas.","Usa solo numeri in questo campo. Evita spazi o altri caratteri come punti o virgole."
"Please use only letters (a-z or A-Z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Usa solo lettere (a-z o A-Z) o numeri (0-9) in questo campo. Spazi o altri caratteri non sono permessi."
"POST data is not valid.","POST data non valido"
"Prefix","Prefisso"
"Preset Theme","Tema preimpostato"
"Preview","Anteprima"
"Price","Prezzo"
"Price Font Color","Colore prezzo font"
"Primary Color","Colore primario"
"Primary Font Color","Colore primario font"
"Problem changing or sending password.","Problema nel cambiare o spedire password"
"Product is unavailable.","Prodotto disponibile"
"Product Name3 ","Nome prodotto3 "
"Product Name3 1","Nome prodotto3 1"
"Product Name3 2","Nome profotto3 2"
"Product was not specified.","Prodotto non specificato"
"Product(s) currently out of stock.","Prodotto momentaneamente non disponibile"
"Purchase Order Number","Numero Ordine di Acquisto"
"Push message","Inoltra messaggio"
"Push Notification","Inoltra notifica"
"Push Notifications allow you to send messages directly to the people who have installed your app on their device. Send messages to your full audience even when your app is closed. Push Notifications are one of the best ways to keep your app active by delivering valuable content directly to your customers. Learn more about Push Notifications - <a href=""""%1$s"""" target=""""_blank"""">%1$s</a> ","Le Notifiche Push ti permettono di inviare messaggi direttamente a coloro che hanno installato la tua applicazione nel loro dispositivo. Invia messaggi alla tua audience anche quando l\'applicazione è chiusa. Le Notifiche Push sono uno dei migliori modi per mantenere attiva la tua applicazione inviando contenuti di valore direttamente ai tuoi clienti. Per maggiori inormazioni sulle Push Notifications - <a href=""""%1$s"""" target=""""_blank"""">%1$s</a>"
"Push Title","Inoltra titolo"
"Push title","Inoltra titolo"
"Queue Date","Data in coda"
"Queue does not exist.","Coda non esistente"
"Queue is allowed only for applications with enabled Push Notification.","La cosa è permessa solamente per applicazioni con le Notifiche Push attive."
"Queue Message","Messaggio in coda"
"Quote instance is required.","Istanza di preventivo richiesta"
"Recipient Information","Informazioni destinatario"
"Recommended size 1024px x 344px. Note: Image size affects the performance of your app.","Dimensioni raccomandate 1024px x 344px. Nota: La dimensione dell'immagine influisce sulle prestazioni della vostra applicazione."
"Recommended size 1024px x 704px. Note: Image size affects the performance of your app.","Dimensioni raccomandate 1024px x 704px. Nota: La dimensione dell'immagine influisce sulle prestazioni della vostra applicazione."
"Recommended size 320px x 230px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance.","Dimensioni raccomandate 320px x 230px. Nota: La dimensione dell'immagine influisce sulle prestazioni della vostra applicazione. Per un risultato ottimale mantieni la dimensione dell\'immagine di 50 KB."
"Recommended size 320px x 258px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance.","Dimensioni raccomandate  320px x 258px. Nota: La dimensione dell'immagine influisce sulle prestazioni della vostra applicazione.Per un risultato ottimale mantieni la dimensione dell\'immagine di  50 KB."
"Recommended size 320px x 367px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance.","Dimensioni raccomandate 320px x 367px. Nota: La dimensione dell'immagine influisce sulle prestazioni della vostra applicazione. Mantieni la dimensione dell\'immaggine al di sotto di 75 KB per prestazioni ottimali."
"Recommended size 35px x 35px.","Dimensioni raccomandate 35px x 35px."
"Recommended size 768px x 294px. Note: Image size affects the performance of your app.","Dimensioni raccomandate  768px x 294px. Nota: La dimensione dell'immagine influisce sulle prestazioni della vostra applicazione.."
"Recommended size 768px x 960px. Note: Image size affects the performance of your app.","Dimensioni raccomandate  768px x 960px. Nota: La dimensione dell'immagine influisce sulle prestazioni della vostra applicazione."
"Redemption functionality is disabled.","La funzionalità di riscatto è disabilitata."
"Refunded","Rimborsato"
"Regular and confirmation passwords must be equal","La password regolare e quella di conferma devono coincidere"
"Related Product Background Color","Colore di sfondo del prodotto relativo"
"Request internal error.","Errore interno richiesto"
"Reset theme to default","Reimposta il tema di default"
"Resubmission Key","Codice rinvio"
"Resubmit App","Rinvia App"
"Review","Recensione"
"Rich Push allows you to create and send engaging experiences by adding HTML and other rich media components to your push notifications. Moving beyond alerts and badge updates, Rich Push takes users into the app while displaying content in a customizable WebKit view. Create branded messages that engage your users with new content and information, all without having to update your app. Learn more about Rich Push - <a href=""""%1$s"""" target=""""_blank"""">%1$s</a>""","Rich Push ti permette di creare ed inviare esperienze coinvolgenti aggiungendo HTML e altri media alle tue Push Notifications. Muovendosi attraverso avvisi e update, Rich Push porta gli utenti all\'interno dell\'applicazione mostrando i contenuti in un WebKit personalizzabile. Crea messaggi che attirano i tuoi utenti con nuovi contenuti, tutto senza aver bisogno di aggiornare la tua app. Scopri di più su Rich Push - <a href=""""%1$s"""" target=""""_blank"""">%1$s</a>"""
"Save","Salva"
"save","salva"
"Save and Continue Edit","Salva e continua la modifica"
"Save and Submit App","Salva ed invia App"
"Save as","Salva come"
"Save in address book","Salva nella rubrica"
"Save Theme","Salva tema"
"Screens:","Schermate:"
"Scroll Background Color","Colore scorrimento sfondo"
"Search","Cerca"
"Secondary Color","Colore secondario"
"Secondary Font Color","Colore secondario font"
"Select All","Seleziona tutto"
"Selected product is unavailable.","Prodotto selezionato non disponibile"
"Sender Information","Informazioni mittente"
"Settings","Impostazioni"
"Shipped","Spedito"
"Shipping Address","Indirizzo di spedizione"
"Shipping address has been set.","Indirizzo spedizione importato"
"Shipping Method","Metodo di spedizione"
"Shipping method has been set.","Metodo di spedizione importato"
"Shipping method is required","Il metodo di spedizione è obbligatorio"
"Shipping method successfully updated","Il metodo di spedizione è stato aggiornato con successo"
"Shipping to this address is not possible.","Non è possibile spedire a questo indirizzo."
"Shop","Negozio"
"Shopping cart is empty.","Carrello vuoto"
"Sky Blue","Sky Blue"
"Social Networking","Social Networking"
"Some emails were not sent.","Alcune email non sono state inviate"
"Sorry, no payment options are available for this order at this time.","Nessuna opzione di pagamento è disponibile per quest\'ordine al momento."
"Sorry, no quotes are available for this order at this time.","Non ci sono offerte disponibili per quest\'ordine al momento."
"SORT BY:","ORDINA:"
"Specific Countries","Paesi specifici"
"Specified address does not exist.","L\'indirizzo specificato non esiste"
"Specified invalid app code.","Codice applicazione specificato non valido"
"Specified invalid data.","Informazioni specificate non valdide"
"Specified item does not exist in wishlist.","Gli oggetti specificati non esistono nella wishlist"
"Standard Checkout","Pagamento standard"
"Standard Checkout uses the checkout methods provided by Magento. Only inline payment methods are supported. (e.g PayPal Direct,  Authorize.Net, etc.)","I checkout standard usano i metodi di pagamento forniti da Magento. Sono supportati solo i metodi di pagamento in linea. (e.g PayPal Direct,  Authorize.Net, etc.)"
"Start Date","Data di inizio"
"Start Date - Month","Data di inizio – Mese"
"Start Date - Year","Data di inizio – Anno"
"State/Province","Stato/provincia"
"Status","Status"
"Store Credit payment is not being used in your shopping cart.","Il pagamento Store Credit non viene utilizzato nel tuo carrello."
"Store logo that is displayed on copyright page of app. Preferred size: 100px x 100px.","Il logo del negozio è visualizzato nella pagina di copyright dell\'applicazione. Dimensioni indicate: 100px x 100px."
"Store logo that is displayed on copyright page of app. Preferred size: 200px x 200px.","Logo negozio che viene visualizzato slla pagina copyright della tua app. Dimensioni preferite: 200px x 200px."
"Store View","Vista negozio"
"Street Address","Indirizzo"
"Street Address %s","Indirizzo %s"
"Submission","Richiesta"
"Submission Fields","Presentazione campi"
"Submission History","Presentazione storia"
"Submit App","Invia applicazione"
"Submit App ""%s""","Invia applicazione ""%s"""
"Submit App failure. %s","Invio applicazione fallito. %s"
"Submit App failure. Invalid activation key provided","Invio applicazione fallito. Submit App failure. Codice di attivazione fornito non valido"
"Submitted","Inviato"
"Subtotal (Excl. Tax)","Subtotale (Tasse escluse)"
"Subtotal (Incl. Tax)","Subtotale (Tasse incluse)"
"Suffix","Suffisso"
"Summary of Your Review","Sommario delle tue recensioni"
"T-Shirts","Magliette"
"Tabs","Pannelli"
"Tax","Tasse"
"Telephone","Telefono"
"Tell a Friend","Dillo a un amico"
"Tell a Friend is disabled.","Dillo a un amico è disattivato"
"Tell a Friend link has been sent.","Il link dillo a un amico è stato inviato"
"Template","Template"
"Template Content","Contenuto template"
"Template does not exist.","Template non esistente"
"Template for new AirMail Message does not exist.","Template per nuovo messaggio AirMail Message non esistente."
"Template has been deleted.","Template cancellato."
"Template Name","Nome template"
"Text length does not satisfy specified max text range.","La lunghezza del testo non soddisfa l'intervallo di testo massimo specificato."
"Text length does not satisfy specified min text range.","La lunghezza del testo non soddisfa l'intervallo di testo minimo specificato."
"Thank you for registering!","Grazie per la tua registrazione!"
"Thank you for your purchase! ","Grazie per l\'acquisto!"
"The icon that appears in the Android Market. Recommended size: 512px x 512px. Maximum size: 1024 KB.","Icona che appare nell\'Android Market. Dimensione raccomandata: 512px x 512px. Dimensione massima: 1024 KB."
"The Mailbox title will be shown in the More Info tab. To understand more about the title, please <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">click here</a>","Il titolo Mailbox verrà mostrato nel pannello Altre Informazioni. Per sapere di più sl titolo  <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">clicca qui</a>"
"The store credit payment has been removed from shopping cart.","Il credito di pagamento nel negozio è stato eliminato dal carrello."
"Theme configurations are successfully reset.","Configurazioni tema resettate con successo."
"Theme has been created.","Tema creato."
"Theme has been delete.","Tema eliminato"
"Theme label can\'t be empty","L\'etichetta tema non può essere vuota"
"Theme label:","Etichetta tema:"
"Theme name is not set.","Nome tema non impostato."
"There were some problems with the data.","Ci sono alcuni problemi con i dati."
"This email address was not found in our records.","Questo indirizzo email non è stato trovato nei nostri archivi."
"This is a required field.","Questo è un campo richiesto."
"Title","Titolo"
"Title bar","Titolo barra"
"To activate PayPal MEP payment method activate Express checkout first. ","Per attivare il metodo di pagamento PayPal MEP attivare prima pagamento Express ."
"Token has not been set.","Il buono non è stato impostato."
"Total incl. Tax: %1$s","Totale tasse incluse: %1$s"
"Twitter API","API Twitter"
"Twitter API Key","Chiave API Twitter"
"Twitter Secret Key","Chiave segreta Twitter"
"Unable to cancel Mobile Express Checkout.","Impossibile cancellare Mobile Express Checkout."
"Unable to cancel queue.","Impossibile cancellare la coda"
"Unable to collect cart totals.","Impossibile calcolare il totale del carrello."
"Unable to delete queue.","Impossibile eliminare la coda."
"Unable to find an app to delete.","Impossibile trovare applicazione da eliminare."
"Unable to find template to delete.","Impossibile trovare template da eliminare."
"Unable to get shipping methods list.","Impossibile ottenere la lista dei metodi di spedizione"
"Unable to initialize express checkout review.","Impossibile inizializzare anteprima checkout express."
"Unable to initialize express checkout shipping method list.","Impossibile inizializzare lista metodi di spedizione per il checkout express."
"Unable to initialize MEP Checkout.","Impossibile inizializzare pagamento MEP."
"Unable to initialize PayPal Mobile Express Checkout.","Impossibile inizializzare PayPal Mobile Express Checkout."
"Unable to initialize return action.","Impossibile inizializzare l'azione di ritorno."
"Unable to load addresses.","Impossibile caricare gli indirizzi."
"Unable to load application form.","Impossibile caricare modulo applicazione."
"Unable to load billing address form.","Impossibile caricare il form indirizzo di fatturazione"
"Unable to load billing address.","Impossibile caricare l\'indirizzo di fatturazione"
"Unable to load categories.","Impossibile caricare le categorie."
"Unable to load checkout.","Impossibile caricare il checkout"
"Unable to load order list.","Impossibile caricare la lista ordini"
"Unable to load order review.","Impossibile caricare l\'anteprima ordine."
"Unable to load product gallery.","Impossibile caricare la gallery prodotto."
"Unable to load product info.","Impossibile caricare informazioni prodotto."
"Unable to load product options.","Impossibile caricare le opzioni prodotto."
"Unable to load product review.","Impossibile caricare la recensione del prodotto."
"Unable to load product reviews.","Impossibile caricare le recensioni del prodotto."
"Unable to load review form.","Impossibile caricare il form della recensione."
"Unable to load search.","Impossibile caricare la ricerca."
"Unable to load shipping address form.","Impossibile caricare il form dell\'indirizzo di spedizione"
"Unable to place the order.","Impossibile effettuare ordine."
"Unable to post the review.","Impossibile postare la recensione"
"Unable to process preview.","Impossibile elaborare anteprima."
"Unable to render a gift card account.","Impossibile rendere un account gift card."
"Unable to render an order.","Impossibile rendere ordine."
"Unable to render the store credits.","Impossibile rendere i crediti dello store."
"Unable to save app.","Impossibile salvare applicazione."
"Unable to save message.","Impossibile salvare messaggio."
"Unable to save shipping address.","Impossibile salvare indirizzo di spedizione."
"Unable to save shipping method.","Impossibile salvare metodo di pagamento."
"Unable to save template.","Impossibile salvare template."
"Unable to start MEP Checkout.","Impossibile avviare pagamento MEP."
"Unable to start Mobile Express Checkout.","Impossibile avviare Mobile Express Checkout."
"Unable to update shipping method.","Impossibile aggiornare il metodo di spedizione."
"Undefined","Indefinito"
"Unknown Error","Errore sconosciuto"
"Unknown Error.","Errore sconosciuto."
"Unsupported character in path: """"%s""""","Carattere non supportato in: """"%s"""""
"Unsupported value type received","Valuta inserita non supportata"
"Update Preview","Aggiorna anteprima"
"Upon receiving these credentials, please fill in the corresponding fields.","Dopo aver ricevuto le credenziali, riempi i campi corrispondenti."
"Urban Airship Push Notification","Usa il mio indirizzo di fatturazione predefinito."
"Use as my default billing address","Use as my default billing address"
"Use as my default shipping address","Usa il mio indirizzo di spedizione predefinito."
"Use Store Credit (%s available)","Usa Crediti Store (%s disponibile)"
"ver. %s","ver. %s"
"View Details","Guarda dettagli"
"View Gallery","Guarda galleria"
"Warning: All related AirMail messages will be deleted!","Attenzione: Tutti i messaggi AirMail correlati saranno cancellati!"
"Website is offline.","Website offline."
"Wishlist has been cleared.","Wishlist cencellata."
"Wishlist has been updated.","Wishlist aggiornata. "
"Wishlist has been updated. But there are accrued some errors while updating some items.","Wishlist aggiornata. Ma è stato riscontrato qualche errore nel carimento degli oggetti."
"Wrong device type.","Tipo di dispositivo errato"
"Wrong email format","Formato email errato"
"Wrong Ipad background image orientation has been specified: ""%s"".","Sfondo Ipad errato. Orientamento immagine impostato: ""%s""."
"Wrong or expired Gift Card Code.","Codice Carta Regalo errrato o scaduto."
"Wrong PayPal Mobile Express Checkout Token specified.","PayPal Mobile Express Checkout specificato è errato."
"Wrong theme format.","Formato tema errato"
"Year","Anno"
"You are already logged in.","Hai già effettuato l\'accesso."
"You can watch statistics here.","Puoi guardare le statistiche qui."
"You need to enable PayPal Express Checkout first from the Payment configuration before enabling PayPal MECL.","Hai bisogno di abilitare inizialmente PayPal Express Checkout dalla configurazione del pagamento prima di attivare PayPal MECL"
"You will receive an order confirmation email with details of your order and a link to track its progress.","Riceverai una conferma dell'ordine con relativi dettagli via mail con il link per seguire i progressi."
"Your current balance is:","Il tuo bilancio attuale è:"
"Your order # is: %s. ","Il tuo ordine # è: %s. "
"Your review has been accepted for moderation.","La tua recensione è stata accettata per la moderazione."
"YYYY","aaaa"
"Zip/Postal Code","CAP"
